id,用户id,评论内容,评论时间,评分,点赞数,ip属地,景区名
175996940,20928016,清东陵位于河北省唐山市遵化，清代皇家陵墓，规模宏大。,2023-05-31,5.0,0,北京,清东陵
175737245,273018664,"【景色】不错很好
【趣味】很好很好
【性价比】不错很好",2023-05-04,5.0,0,河北,清东陵
175272144,2894289,很值得去参观的历史文化遗产，棒,2023-03-23,5.0,1,四川,清东陵
176700057,120999343,位于唐山市遵化区，只有懂得历史人文的人才会有兴趣,2023-06-23,5.0,0,天津,清东陵
174698506,273018664,"【景色】不错不错
【趣味】很好看
【性价比】不错不错",2023-01-25,5.0,0,陕西,清东陵
174958484,174381108,古人智慧的结晶，依山傍水，景色优美，建筑宏大。,2023-02-20,5.0,0,河北,清东陵
174812611,20928016,清东陵位于河北省唐山市遵化，清代皇家陵墓。,2023-02-04,5.0,0,北京,清东陵
177538759,230346104,很好玩儿的地方，有机会再去一次。很好玩儿,2023-07-10,5.0,0,河北,清东陵
175051411,85058233,美丽的地方美丽的风景各式各样美景值得拥有,2023-02-28,5.0,0,河北,清东陵
173539027,4769272,皇家陵园，气势磅礴，风水宝地，龙脉所在,2022-11-08,5.0,0,河北,清东陵
173108414,273018664,"不错不错
【趣味】够狠
【性价比】不错不错",2022-10-13,5.0,0,河北,清东陵
172167796,50299800,很棒的，很有历史感觉，有时间去游玩！！,2022-08-16,5.0,0,辽宁,清东陵
172166734,230346104,没啥意思，一些陵墓而已。讲解了解历史。,2022-08-16,5.0,0,河北,清东陵
171859731,85058233,历史文化底蕴很深，雄伟壮观，中国的骄傲,2022-07-31,5.0,0,河北,清东陵
171775862,4769272,皇家陵园，气势磅礴，雄伟壮观，风水宝地,2022-07-27,5.0,0,河北,清东陵
172576086,344102253,非常不错 值回票价 地宫非常凉 神秘 👍,2022-09-09,5.0,0,吉林,清东陵
172270100,25765143,还是值得一去的景点之一了 性价比可以,2022-08-22,5.0,0,北京,清东陵
171950548,17524332,历史文化遗迹，可以参观一下，还不错,2022-08-05,5.0,0,北京,清东陵
172865098,17175735,景色优美！清朝皇帝皇妃陵墓！😃,2022-09-29,5.0,0,广东,清东陵
174401539,17175735,面积很大，环境不错，清朝皇陵。,2022-12-30,5.0,0,广东,清东陵
173506936,85058233,中国特色的文化遗产，祖国的骄傲,2022-11-06,5.0,0,河北,清东陵
173431779,154254189,皇家陵园，规模宏大，气势恢宏。,2022-11-02,5.0,0,北京,清东陵
172676909,170371950,山环水抱，藏风聚气，宁静谧然！,2022-09-16,5.0,0,河北,清东陵
171856228,154254189,皇家陵园，雄伟壮观，气势恢宏。,2022-07-31,5.0,0,北京,清东陵
174806125,149565566,去过很多次了，每次都能增长见识,2023-02-03,4.0,0,河北,清东陵
177528192,82427957,游客服务中心网络售票窗口服务人员业务不熟练，不给网上买的成人票取票，戏耍游客到其他窗口取票，窗口取票混乱不堪,2023-07-09,4.0,0,北京,清东陵
172610521,2038821,"清东陵是中国保存最为完好的帝王陵墓建筑群, 其是清朝的皇家陵园之一，位于河北省遵化市西北部的昌瑞山下，在这里共建有15座陵寝。",2022-09-11,4.0,1,江苏,清东陵
175291618,388438207,非常好，夏天时候会很棒,2023-03-25,5.0,0,山东,清东陵
173293242,61329476,周边精美的环境确实是值得去参观欣赏的，磅礴大气的发展确实不一样,2022-10-25,5.0,0,河北,清东陵
171714437,61329476,确实是一个非常好的地方，人静帝景的地方总有些地方是特别的感觉！,2022-07-24,5.0,0,河北,清东陵
175223182,494098378,喜欢历史必须得去,2023-03-18,4.0,0,北京,清东陵
173482455,149037333,"【景色】
【趣味】
【性价比】性价比偏低",2022-11-05,5.0,1,山东,清东陵
177686411,232176858,挺震撼的，推荐,2023-07-21,5.0,0,山东,清东陵
172762642,2894289,气势恢宏的皇家陵园，很震撼！值得去,2022-09-22,5.0,1,北京,清东陵
175502622,3696316,不错的体验。,2023-04-14,5.0,0,北京,清东陵
177254260,41234662,整体来说景区有些破败了，乾隆地宫还不错，结构外观毅然完整。太后地宫其次。其它的看不看均可。,2023-06-28,3.0,0,河北,清东陵
175304181,239238984,不错的体验,2023-03-26,5.0,0,河北,清东陵
174591295,26223583,大清王朝皇帝的葬身之地，但是都被盗了，令人愤慨！！,2023-01-14,5.0,0,吉林,清东陵
171883938,39511604,门票非要捆绑旅游车，明明用不到的呀，感觉很是郁闷，不买都不行，感觉很是不合理，如果是自驾进入，旅行车是完全用不到的，希望以后能改进。,2022-08-02,3.0,1,河北,清东陵
177693174,65677045,景区很大，能下到地宫，建议请讲解，先坐景区车，然后一个陵墓一个陵墓的转,2023-07-22,5.0,0,北京,清东陵
171766331,20928016,清东陵位于河北省唐山市遵化市西北30公里处，占地80平方公里。有大小15座陵园。是国家AAAAA级景区。,2022-07-27,5.0,0,北京,清东陵
175797172,23863604,换票很方便，比现场购买便宜一点点。景区很大，观光车非常有必要。,2023-05-10,5.0,0,北京,清东陵
174714141,61329476,确实是一个非常有特色的地方，环境超级好，主要在于大自然的馈赠！,2023-01-27,4.0,0,河北,清东陵
174134601,27081795,挺好的古代皇帝黄陵，地势开阔，景区干净整洁，环境都很好,2022-12-14,5.0,2,北京,清东陵
175213527,50174508,这是一个不错的地方.大家以后可以一起玩枫品尝一下的呀,2023-03-17,4.0,0,天津,清东陵
173336728,20928016,清东陵位于河北省唐山市遵化市西北，顺治18年开始修建，是中国现存规模最宏大的帝王陵墓建筑群。,2022-10-27,5.0,0,北京,清东陵
176521375,23223435,值得去一趟，了解历史。,2023-06-21,5.0,1,辽宁,清东陵
172262153,190600184,所有的陵寝都在风水墙内，但孝庄就在墙外面。所以…后来有很多传说。其实是孝庄是不想在去东北皇太极那了。毕竟在关内住几十年了，还是葬关内吧。,2022-08-21,4.0,1,安徽,清东陵
174729587,68275963,现场换票很快，到冀东旅游，值得推荐,2023-01-28,5.0,0,北京,清东陵
175304636,47585933,清朝重要的皇帝都葬于此，值得一来,2023-03-26,5.0,0,河北,清东陵
172635619,27081795,很多历史遗迹，能看到皇帝陵墓可以了解当时皇帝墓葬情况，地方挺大，风景优美,2022-09-13,5.0,0,北京,清东陵
177283450,3615625,很有历史意义的地方，值得去看看,2023-06-29,4.0,0,河北,清东陵
175330833,3615625,一段历史的见证，很值得去看看啊,2023-03-28,4.0,0,河北,清东陵
175713290,41518121,去了就是看看建筑群，其他的也没什么了。,2023-05-03,5.0,0,河北,清东陵
174871211,4769272,皇家陵园，庄重肃穆，风水宝地，龙脉所在,2023-02-10,5.0,0,河北,清东陵
175794748,555385,作为景点可看的内容有点少。 开放的三个地宫都已经被盗过。另外两个没有地宫可以看看外部建筑。 可以自驾进入，每个陵墓前都有收费停车场。或者在景区游客中心换乘中吧。 门票是包含中巴车费。相对还是自驾方便些。,2023-05-10,3.0,0,北京,清东陵
175357826,4785554,清东陵是清朝帝妃陵，位于唐山市遵化。,2023-03-31,5.0,0,河北,清东陵
176319381,220303918,很不错的景点环境服务都不错五分好评,2023-06-17,5.0,0,河北,清东陵
174829617,149037333,"雄伟壮观
【景色】
【趣味】
【性价比】",2023-02-06,5.0,0,山东,清东陵
176792706,2894289,保护的很好，很有历史价格的地方,2023-06-24,5.0,0,北京,清东陵
175677067,8285238,威严壮观，位置不错，值得一去。,2023-05-01,5.0,0,山东,清东陵
175215604,17524332,很大的一个陵墓，感觉阴气森森的,2023-03-18,5.0,0,北京,清东陵
174810303,154254189,皇家陵园，规模宏大，蔚为壮观。,2023-02-04,5.0,0,北京,清东陵
174727634,8285238,非常壮观，值得一去，挺不错的。,2023-01-28,5.0,0,山东,清东陵
175844955,225542639,讲解特别清晰，很热情，对历史有了更多的了解，很震撼，对古人有了更多的敬畏,2023-05-15,5.0,0,天津,清东陵
174954035,364544084,感受了大清朝各位皇帝皇后太后的大起大落，挺胖人感慨的,2023-02-19,5.0,1,天津,清东陵
180772156,64398370,景陵只能看到隆恩殿，后面没开放，透着门缝能看到石五供，相比裕陵40元门票，景陵30元贵了。司马神道不包含在门票之内，不用买门票，外面看一看就可以了，还有一点，景陵停车场20元一次,2024-02-17,4.0,0,天津,清东陵
180132302,24352002,利用周末去了盼望已久的清东陵。清朝12位皇帝。努尔哈赤葬在福临今沈阳东陵，皇太极葬在今沈阳昭临，努尔哈赤的祖父和父亲葬在抚顺永陵，这三座陵墓统称为关外三陵。清东陵由福临（顺治）所建，以后这里埋葬了顺治（孝陵），康熙（景陵），乾隆（裕陵），咸丰（定陵），同治（惠陵）五位皇帝以及15位皇后，100多个妃子，3个皇子，2个公主，共计157人。清东陵的神道就足足6000多米，石像生更是我见过最多的，通过金水桥才能到达帝陵。顺治帝是满族人，所以按照满族殡葬礼仪他是火葬的。清东陵最大的看点就是乾隆和慈禧的陵墓，可谓极尽奢华。乾隆裕陵充分展示了当时国家强生，国运亨通，祭拜的大殿用的都是金丝楠木表面涂防腐漆加鎏金花纹，棚顶绘有五福捧寿之图案，尽显帝王之威。由于乾隆时期酷爱藏传佛教，建造陵墓时设有4对石门，每对石门都雕刻有佛造像，整个陵墓的墙面和棚顶均刻有藏经文为其超度，佛造像雕刻之精美，经文苍劲有力实为罕见，堪称雕刻艺术之宝库！但遗憾的是这么精美绝伦的陵墓在1928年被孙殿英盗取，只留下了6具分不清是谁乾隆还是5位皇后，皇贵妃的白骨，真是可悲可叹！,2023-12-20,5.0,3,上海,清东陵
180788671,23227170,"大年初五·清东陵·一笔带过

第二天一早往东北去，清东陵开放的就仨：定东陵（慈禧）、裕陵（乾隆）和景陵（康熙）。
正（省）确（事）的自驾游览路线应该是介样滴：把车开到定东陵东侧的停车场，下来嚯嚯老佛爷，隆恩殿柱子上的龙须子不知道被谁给掰断了。
参观完定东陵出门左转就是暂（一直）不开放的裕陵妃园寝，里面有传说中的香妃墓，很多具有偷窥癖好的游客都透着门缝往里瞅^_^
再往东走个两三百米就到裕陵了，乾隆地宫内的石雕相当精美，可以多看看。
参观完裕陵还想去景陵的话就得开车往东到景陵停车场，下车就是景陵的神道，我们着急吃午饭就没去看^_^
总的来说，景区维护得很一般，有点惨……北京城墙：“你说啥？有我惨么？我这都无了啊……”^_^",2024-02-18,4.0,0,北京,清东陵
180754331,232532848,性价比还行，只是园区太多没有开发的景点，而且管理不是很严格，有些游客由地方村名带路可以偷偷开车进景区，讲解员很认真，希望以后开发完成,2024-02-16,4.0,0,江西,清东陵
178768603,321764643,"纯妃墓在修，没看到如懿墓，只能看到香妃，乾陵，慈禧的地宫以及景陵的地上部分。景区安排还算合理，最后看乾隆地宫，最好的当然最后看，循序渐进。电瓶车到达定东陵之前非停在一个展厅处，需另外交30元。没选择，展厅会额外介绍孝庄太后墓的位置，守灵村，总体介绍等，可私下自己学习。
路线中经过附近的村庄，好的果子，有趣。

电瓶车30元，三趟还是",2023-09-03,5.0,0,河北,清东陵
180857470,50543935,历史文化遗产，历史文化底蕴厚重，园区很大，值得好好欣赏，秋季再来！,2024-02-22,5.0,0,河北,清东陵
180848435,350960715,地方小了一点,2024-02-20,4.0,0,河北,清东陵
179945956,1106570,如果是自驾的，其实不用买那个交通券，陵区只要绕一下，普通车辆是可以进去的（因为陵区里面还有村庄）。陵区设计非常不合理，游客中心去陵墓需要坐10分钟摆渡车去到慈禧陵中转站（这个站作用一看四个陵墓，二换乘车辆去景陵），陵墓之间基本不用坐摆渡车，说白了就是要收钱而已。已开放的陵墓就是景陵远一些需要坐车，其他几个开放的陵墓都是需要步行，没有交通车可坐。,2023-11-30,3.0,0,北京,清东陵
178204531,79128355,清东陵非常大，景交车开进去都要15分钟。清东陵也非常小，但座陵墓参观也就半小时，也只有乾隆慈禧的陵墓是建筑保存完好且打开过地宫的。中间的神道非常气派但是景交车不停也没机会去拍照。就这样130元的门票性价比是挺低的，不是热爱历史的人不建议来。,2023-08-08,4.0,1,河北,清东陵
178102843,541393869,头次来遵化，清东陵景色非常美丽，景区很大，值得慢慢溜达，预计四个小时左右，唯一遗憾就是连续降雨，香妃墓地宫没有开放。,2023-08-02,5.0,0,河北,清东陵
179796861,7029785,气势恢宏，能感觉到皇家的威严。带上讲解更好了解历史。,2023-11-16,4.0,0,河北,清东陵
180642202,214084685,不错不错不错不错不错不错不错不错不错不错不错,2024-02-06,5.0,0,北京,清东陵
180499790,60063541,是我感兴趣的东西,2024-01-24,5.0,0,广西,清东陵
180726528,40599484,值得一去，推荐,2024-02-13,5.0,0,河北,清东陵
180499780,60063541,。。。。。,2024-01-24,5.0,0,广西,清东陵
180499749,60063541,满意。。。,2024-01-24,5.0,0,广西,清东陵
180499756,60063541,很不错。。,2024-01-24,5.0,0,广西,清东陵
179708487,75501211,景色肯定没问题，服务极差，标识不清，开放的景点不多，副线观光车根本就没有，只能在景区再花钱雇电动三蹦子，不建议自由行，自驾还可以,2023-11-07,3.0,0,河北,清东陵
175993439,1358361,清东陵是我国现存规模最为宏大、体系最为完整、布局最为得体的清代皇家陵寝建筑群。陵区以昌瑞山为界，以北称“后龙”，是龙脉来源；这里长眠着161位清朝帝、后、妃及皇子公主们：有入关第一帝清世祖顺治；功勋卓著、年少有为的清圣祖康熙；文治武功、寿命最长的乾隆；杰出的女政治家、辅佐两位皇帝的孝庄文皇后（庄妃）；内忧外患的清文宗咸丰；短暂人生的清穆宗同治；掌权达48年之久的慈禧太后；还有给人以扑朔迷离之感的香妃等。清东陵被联合国世界遗产专家称为“人类具有创造性的天才杰作”，是国家5A级旅游景区。,2023-05-30,4.0,16,四川,清东陵
179994760,38808068,"清东陵建设和配套很差。维护的不好。
大家如果自驾。可以直接导航到乾隆龄那。不需要到游客中心花观光车的钱",2023-12-04,5.0,0,北京,清东陵
178206345,17524332,古代皇室的陵墓，很大很震撼～～,2023-08-09,5.0,0,北京,清东陵
178101847,8285238,雄伟壮观，气势磅礴，值得一去。,2023-08-02,5.0,0,山东,清东陵
179429555,248273701,慈禧的墓没啥看头，但是乾隆的墓有浮雕，还是值得一看的。,2023-10-17,5.0,0,北京,清东陵
179249728,228517843,景区很大，得玩儿5-6个小时，30块的表演不建议看，耽误一个小时,2023-10-04,5.0,0,河北,清东陵
178981379,33508205,好好好好好好好好好很方便也很快捷，不错，很满意，好好好好好好好,2023-09-15,5.0,0,陕西,清东陵
179377529,168049604,票价实惠好用，值得购买！值得推荐一下给大家。活动多多希望商家,2023-10-15,5.0,0,云南,清东陵
178158492,109767998,大，大，大，实在是太大了，陵墓规模绝对是大,2023-08-06,5.0,0,江苏,清东陵
178337774,314718260,这里不只有皇宫的陵墓，还有历史文化和宝藏,2023-08-17,4.0,0,河北,清东陵
178289129,340128062,可以去看一看，毕竟清朝是陵墓嘛,2023-08-14,4.0,0,湖北,清东陵
179365940,5596377,可以自己直接开车到慈禧陵,2023-10-13,5.0,0,北京,清东陵
179371061,90986204,很不错的酒店值得一去,2023-10-14,5.0,0,内蒙古,清东陵
179353216,3329123,带着孩子学习清朝历史,2023-10-11,5.0,0,天津,清东陵
178398715,279370594,总体来说还是值得一去,2023-08-18,5.0,0,黑龙江,清东陵
179216648,188416129,不错不错，景色不错,2023-10-02,5.0,0,河北,清东陵
178508848,3727488,开放了裕妃陵、定东陵、还有乾隆的陵墓，还是推荐乾隆的陵墓，重点看看壁上的文字，佛像啥的。陵墓里主要就是玻璃罩起来的棺椁，地宫里很潮湿阴冷，外面又特别湿热，这个季节还是很难受的。,2023-08-20,3.0,0,天津,清东陵
179283968,45290041,值得去实地看看,2023-10-07,5.0,0,江苏,清东陵
174272277,2894289,满眼皆是沉淀淀的历史，特别好。,2022-12-22,5.0,1,河北,清东陵
171682283,244188085,不错。。。。。。。。。。。。。,2022-07-22,5.0,1,天津,清东陵
172951595,217731884,这里的自然环境优美确实值得期待，有时间多来看看吧,2022-10-04,5.0,0,河北,清东陵
173434089,90900318,皇家建筑群，历史的沉淀和传承，把威严展露无遗,2022-11-02,5.0,0,河北,清东陵
171822045,390583,非常好的地方，历史悠久，非常值得看一看！,2022-07-29,5.0,0,北京,清东陵
174171723,17524332,很有名的一个陵墓，看看附近的景色还不错,2022-12-16,5.0,0,北京,清东陵
179260515,394017638,景区管理不好，18岁别的景区可以买半价票，这里为了多收钱只允许买全价票，为了钱不顾国家规定,2023-10-05,1.0,0,河北,清东陵
174394218,76402552,停车方便。,2022-12-29,5.0,0,海南,清东陵
172354171,2922635,不错的选择,2022-08-26,5.0,0,天津,清东陵
175388528,121338220,白瞎这么好的历史遗产，景区办的太差,2023-04-03,3.0,0,河北,清东陵
176325777,160241391,蛮值得一看,2023-06-18,4.0,0,北京,清东陵
174719736,1364865,管理混乱，多数不开放，本地人可以随意带人进入。很多施工的地方，票价却不变。,2023-01-27,3.0,0,河北,清东陵
172493251,149565566,去过好几次了，学习历史文化的好去处,2022-09-03,4.0,0,河北,清东陵
175682900,182386105,携程定票不能直接入园，需到几百米外的农家院里去换票，真麻烦。,2023-05-01,3.0,0,北京,清东陵
174558544,63709224,清东陵很大，各个地方要坐陵园里的车，建议找个导游讲讲，要不然也不知道历史，逛两个就没什么意思了。,2023-01-11,4.0,0,江苏,清东陵
172944376,18590255,清东陵，清朝部分皇帝皇后妃子的陵园，景色优美，很有历史意义，值得一看，但是服务费配套差的太远了,2022-10-03,4.0,0,河北,清东陵
174818744,3792382,携程买票比较方便，不用在切换别的软件购买，如果价格更优惠一点就更好了,2023-02-05,4.0,0,重庆,清东陵
179550323,205846873,说15分钟一趟车，去的时候等了30分钟，还不开车，差评,2023-10-27,2.0,0,天津,清东陵
177405022,199402133,携程操作都很方便，唯一不方便就是还要换票。,2023-07-03,4.0,0,天津,清东陵
174499396,217731884,优美的环境确实是这里最重要的特色，帝王们选择在这里安家落户就是这样不简单,2023-01-05,4.0,0,河北,清东陵
175767105,195622115,有些景点没开放。,2023-05-07,4.0,0,辽宁,清东陵
172104692,154293439,非常值得看看。多放几块指示牌多好，省得找不到，老问人。,2022-08-13,5.0,0,河北,清东陵
179146260,72401199,很好，值得一去,2023-09-28,5.0,0,云南,清东陵
178494218,34546555,孩子喜欢就行！,2023-08-19,5.0,0,宁夏,清东陵
179157458,400245554,非常非常好,2023-09-29,5.0,0,河北,清东陵
175026562,84343235,"东陵很大，清代五帝的陵寝也很奢华。可能现在是淡季，景区人不多。如果是旺季，青山叠翠碧湖粼粼，景色应该更美。
景区的工作人员服务也很到位，整体评价五颗星。",2023-02-26,5.0,0,天津,清东陵
174886149,366096918,清东陵入口处的文物保护碑清东陵坐落在河北省唐山市的遵化市境，西距北京市区125公里，据说是顺治到此打猎时选定的，康熙2年（1663年）开始修建。,2023-02-12,5.0,0,江苏,清东陵
171833540,149037333,清代的黄陵，不建议带孩子去，不吉利。大人建议去看看，对了解历史有很大的帮助。景区很大，第一站有个守灵人家，50块钱门票，千万不要去，坑人的。,2022-07-30,5.0,6,河北,清东陵
176254089,25655118,景区很大 可玩性很高 景区里面自驾更方便 不用从游客中心乘电瓶车,2023-06-15,5.0,1,北京,清东陵
174865751,13539839,还是很不错的，人不多，车放在停车场，坐观光车，半天可以逛完。,2023-02-09,5.0,0,北京,清东陵
175159713,2460074,去了清东陵才知道原来乾隆哥是纯皇帝。,2023-03-12,4.0,0,河南,清东陵
172154201,23006481,清东陵是历史上著名的皇家陵寝。地理位置在河北遵化市，交通可以考虑自驾游。修建时间长，历史悠久，是目前我国现存规模宏大，体系较为完整，布局得体的陵墓建筑群。,2022-08-16,5.0,1,山东,清东陵
175848425,270068599,帝国的黄昏,2023-05-15,5.0,0,山西,清东陵
173184108,481210,可能因为疫情原因，没有旅行团的嘈杂，人非常少。天气也很好，园区非常大，从门口到陵墓群坐车估计都快半个小时了，皇家墓园真是大手笔啊。,2022-10-18,5.0,0,上海,清东陵
175690166,252997198,"玩的还不错，就是不值得这个票价。携程上必须买带观光车票的，网页提示得去景区对面的友客之家(一农家乐)取票，跑去了，又让电话工作人员，一问，得回景区的服务中心取票，问为啥页面又说得去友客之家呢，人回答，不是说让提前半小时电话嘛。直接页面写明白不好吗，非耍着人跑来跑去
换好票，门票和观光车票是分开的两张，奇葩的又来了，全程观光车就没查票的，随便坐。景区还看到很多私家车，看装备和着装，肯定不全是工作人员的",2023-05-01,5.0,0,天津,清东陵
172518304,18971716,在唐山遵化的清东陵，也是世界文化遗产名录,2022-09-05,5.0,0,上海,清东陵
174910396,884302,清东陵于1661年（顺治十八年）开始修建，历时247年，陆续建成217座宫殿牌楼，组成大小15座陵园。陵区南北长12.5公里、宽20公里，埋葬着5位皇帝、15位皇后、136位妃嫔、3位阿哥、2位公主共161人,2023-02-14,1.0,1,河南,清东陵
171670815,4686436,很著名，但特意旅游而去似乎不必。,2022-07-21,2.0,0,天津,清东陵
171724913,321950602,别坐黑出租，几分钟就要50元。,2022-07-24,3.0,0,未知,清东陵
175578781,246884335,交通不方便，从遵化市区过去，只有下午1点多出发的公交车，返程只有早上8点和下午1点的。这是让遵化市的游客都骑车或步行去么,2023-04-21,1.0,0,河北,清东陵
175683394,26923053,服务漏洞摆出，明明私家车可以开到门口，买票时候并没有说明。。。。等大巴车时候秩序很乱，随便加三的有提出疑问的说人家等了很久，但是大家都在排队，标识不清楚好几个队。。。但是大巴车就一个口上。。有扫码有纸质票，没有标识一堆人都在乱排。。。上车时也是一堆人挤着上。。。上车开到一半后发现其实里边很多私家车都能开进去，导游说是小路没地停。。。但是到下大巴车的地方好大停车场并且不止一个。。。。服务好差。。态度也不好。。。如果接纳不了那么多人为什么不实行预约制。。。如果可以接纳安全隐患好多。,2023-05-01,2.0,1,天津,清东陵
173050417,217731884,总体建设的还不错，利用矿资源优势转化成为休闲活动场所，努力💪,2022-10-10,5.0,0,河北,开滦国家矿山公园
175291619,388438207,景点很有特色,2023-03-25,5.0,0,山东,开滦国家矿山公园
172446778,230346104,很不错，很喜欢，这里孩子觉得这里很有意义，很有教育你,2022-08-31,5.0,0,河北,开滦国家矿山公园
173108439,273018664,"【景色】很好很好
【趣味】不错不错
【性价比】很好很好",2022-10-13,5.0,0,河北,开滦国家矿山公园
174031287,22756426,疫情时间去的，基本没啥人。门票风三部分，个人感觉还是买联票吧，地下部分可以看看，了解一下矿工们的采煤过程。和采煤的历史进程。,2022-12-08,4.0,0,浙江,开滦国家矿山公园
172457998,256789697,景区分三部分，携程网预订的成人联票131元比现场购票优惠4元（老人小孩学生票等只能现场购票69元），参观顺序以博物馆、地下矿井、中国铁路源头为佳，个人感觉铁路源头博物馆知识性较强最有看头，地下矿井为改建及仿制，趣味性一般但身临其境体验井下工作环境别具特色，步行下井坐小火车升井。停车场即景区入口很方便，收费每小时2元。总之比较值得一看的景点。,2022-09-01,4.0,0,河北,开滦国家矿山公园
173640840,85058233,值得拥有的地方有意义有历史文化底蕴很好,2022-11-14,5.0,0,河北,开滦国家矿山公园
173760674,154254189,还很不错的地方，大家有机会可以来看看,2022-11-22,5.0,0,北京,开滦国家矿山公园
172390409,344102253,挺不错的 偏僻人少 可以可以 加油💪……,2022-08-28,5.0,0,吉林,开滦国家矿山公园
178552121,63197832,票价有点高,2023-08-23,5.0,0,湖北,开滦国家矿山公园
