id,用户id,评论内容,评论时间,评分,点赞数,景点名称,城市,省份
174536543,251822938,窦店清真寺呈回字形布局，大殿位于正中央，形成“众星捧月”的建筑风格，是华北地区最大的清真寺。,2023-01-08,4,0,窦店清真寺,北京,北京
172684279,177131845,北京最大的清真寺，4A级景区。整体规模宏大，旁边有很多清真美食餐厅。,2022-09-16,4,1,窦店清真寺,北京,北京
172713694,251822938,窦店清真寺是华北地区最大的清真寺，建筑风格为“众星捧月”型。,2022-09-18,4,0,窦店清真寺,北京,北京
169545069,64132679,很有历史感！！！！！！！！！！！！！！！,2022-02-17,4,0,窦店清真寺,北京,北京
170479722,28283201,景色很美，很有趣味，性价比高，值得一去,2022-05-02,4,0,窦店清真寺,北京,北京
172448119,17263690,窦店清真寺很值得去参观一下…很有特色,2022-08-31,4,0,窦店清真寺,北京,北京
170524710,1665072,这个地方还是有点意思的，值得去转转,2022-05-05,4,0,窦店清真寺,北京,北京
170376694,8431848,风景秀丽，非常值得期待，性价比超高,2022-04-24,4,0,窦店清真寺,北京,北京
172264541,195663384,可以用自己喜欢的东西做生意，不错,2022-08-21,4,0,窦店清真寺,北京,北京
169569621,252030,"【景色】好
【趣味】好
【性价比】好",2022-02-19,4,0,窦店清真寺,北京,北京
170968324,66163879,"知道的人不是特别多
【景色】不错",2022-06-07,4,0,窦店清真寺,北京,北京
169901720,240435116,高端大气上档次，低调奢华有内涵,2022-03-16,4,0,窦店清真寺,北京,北京
171233195,697130,是那次的北京涿州徒步旅行，我才近距离感受到窦店清真寺的阵容,2022-06-26,5,0,窦店清真寺,北京,北京
172169235,264076149,果然不虚此行，虽然人比较多，但架不住美呀，全程惊喜连连,2022-08-17,5,0,窦店清真寺,北京,北京
171922035,215873366,"【景色】美美美美美美美美
【趣味】浓厚
【性价比】值得一游",2022-08-04,5,0,窦店清真寺,北京,北京
169796986,151766435,这是一个很不错的地方了，强烈推荐一下给大家一起来看看你,2022-03-08,5,0,窦店清真寺,北京,北京
171086207,45887607,不愧评价这么高，可以算是实至名归了，会推荐给朋友的,2022-06-15,5,0,窦店清真寺,北京,北京
170728948,114820708,这里是一个古老的清真寺，游客不多，值得去逛逛。,2022-05-21,5,0,窦店清真寺,北京,北京
172696938,40388654,十分有伊斯兰风格的建筑，可惜被有些人改造了。,2022-09-17,5,0,窦店清真寺,北京,北京
170966100,157133537,体验非常好，价格公道，下次还会再来的.^◡^,2022-06-07,5,0,窦店清真寺,北京,北京
169586588,157340615,不错不错，环境特别清净，也干净卫生，比较喜欢,2022-02-20,5,0,窦店清真寺,北京,北京
172364690,36389933,很棒的，有历史，年代感很强，应该去看看。,2022-08-27,5,0,窦店清真寺,北京,北京
170126700,1202024,羊肉一绝，北方羊肉确实和南方吃起来不一样,2022-04-03,5,0,窦店清真寺,北京,北京
169660431,3826309,"l
【景色】好
【趣味】okok
【性价比】好",2022-02-25,5,0,窦店清真寺,北京,北京
171260687,64824289,在北京挺有名的，人不多，还是值得一去的,2022-06-27,5,0,窦店清真寺,北京,北京
170901800,374764779,这个地方不错挺好的，值得再去体验一次。,2022-06-03,5,0,窦店清真寺,北京,北京
169876483,28604644,这个地方在房山区，古寺有三百多年历史。,2022-03-14,5,0,窦店清真寺,北京,北京
169585321,1574528,北京的人文景观，历史留迹，几天走不完。,2022-02-20,5,0,窦店清真寺,北京,北京
172544257,10671332,【景色】可以去看看【景色】可以去看看,2022-09-07,5,0,窦店清真寺,北京,北京
172486329,336734755,风景不错，环境也还可以，下次再来光顾,2022-09-03,5,0,窦店清真寺,北京,北京
170812233,280166439,穆斯林的传播，全世界都能看到其力量。,2022-05-27,5,0,窦店清真寺,北京,北京
170626333,27561826,很不错的饭店。还可以再去吃一次的哦。,2022-05-13,5,0,窦店清真寺,北京,北京
175871082,3792767,历时近一年的修缮，清真寺焕然一新，楼顶由圆顶改变成中国传统的屋顶，夜景比照片更好看。目前，免费开放。上午，8:00-11:00、下午14:00-17:00，寺中工作人员非常友善。游览累了、饿了，旁边还有【静真轩】餐厅去品尝美味佳肴。远道而来清真寺旁边儿还有住宿，非常方便，郊游值得一来！,2023-05-18,5,0,窦店清真寺,北京,北京
178533076,157513009,很有特色的。值得推荐！！！！！！,2023-08-21,5,0,窦店清真寺,北京,北京
172314297,5285012,"窦店清真寺占地14958平方米，建筑面积12142平方米，能同时容纳1500人礼拜。清真寺呈回字形布局，设有大殿、副殿、讲堂、办公室、接待室、会议室、展室、埋体房、洗浴室、餐厅等，大殿位于正中央，形成“众星捧月”的建筑风格，是华北地区最大的清真寺。在北京市西南部房山区的窦店镇窦店村，一座新近修建完成的清真寺格外引人注目。步入清真寺内，高耸的邦克楼，浑圆的穹顶，伊斯兰式的雕刻图纹令人仿佛瞬间穿越到了一个阿拉伯国度。
窦店清真寺占地14958平方米，建筑面积12142平方米，能同时容纳1500人礼拜。清真寺呈回字形布局，设有大殿、副殿、讲堂、办公室、接待室、会议室、展室、埋体房、洗浴室、餐厅等，大殿位于正中央，形成“众星捧月”的建筑风格。
窦店原有一清真古寺建于康熙五十二年春（1713年）。随着窦店人口的迅速增长和首都高端现代制造业产业基地的建设，窦店清真古寺由于规模小，功能单一，已不能满足当地穆斯林群众举行宗教活动的需求。为了满足穆斯林群众的宗教需求，同时保护已有300年历史的清真古寺，在房山区区委、区政府及相关部门大大力支持下，2011年8月9日，窦店新建清真寺破土动工，2017年7月1日竣工，并于开斋节当天正式启用。",2022-08-24,5,0,窦店清真寺,北京,北京
171529035,167782463,清真寺呈回字形布局，设有大殿、副殿、讲堂、办公室、接待室、会议室、展室、埋体房、洗浴室、餐厅等，大殿位于正中央，形成“众星捧月”的建筑风格，是华北地区最大的清真寺。,2022-07-13,5,0,窦店清真寺,北京,北京
171022071,232871672,北京窦店清真寺，这个清真寺在北京算是比较有名的，每年的关于什么节日都在这里办的，如果说大家爱好探索各地习俗风俗的话，可以来这里参观牛奶一下,2022-06-11,5,0,窦店清真寺,北京,北京
170607789,5285012,"窦店清真寺占地14958平方米，建筑面积12142平方米，能同时容纳1500人礼拜。清真寺呈回字形布局，设有大殿、副殿、讲堂、办公室、接待室、会议室、展室、埋体房、洗浴室、餐厅等，大殿位于正中央，形成“众星捧月”的建筑风格，是华北地区最大的清真寺。在北京市西南部房山区的窦店镇窦店村，一座新近修建完成的清真寺格外引人注目。步入清真寺内，高耸的邦克楼，浑圆的穹顶，伊斯兰式的雕刻图纹令人仿佛瞬间穿越到了一个阿拉伯国度。
窦店清真寺占地14958平方米，建筑面积12142平方米，能同时容纳1500人礼拜。清真寺呈回字形布局，设有大殿、副殿、讲堂、办公室、接待室、会议室、展室、埋体房、洗浴室、餐厅等，大殿位于正中央，形成“众星捧月”的建筑风格。",2022-05-12,5,0,窦店清真寺,北京,北京
171657871,148921613,窦店清真寺占地14958平方米，建筑面积12142平方米，能同时容纳1500人礼拜。清真寺呈回字形布局，设有大殿、副殿、讲堂、办公室、接待室、会议室、展室、埋体房、洗浴室、餐厅等，大殿位于正中央，形成&quot;众星捧月&quot;的建筑风格，是华北地区最大的清真寺。,2022-07-21,5,0,窦店清真寺,北京,北京
171784834,2991166,窦店清真寺位置在北京市房山区窦店。能同时容纳1500人礼拜。是华北地区最大的清真寺。,2022-07-27,5,3,窦店清真寺,北京,北京
171005458,177131845,窦店清真寺占地14958平方米，建筑面积12142平方米，能同时容纳1500人礼拜。清真寺呈回字形布局，设有大殿、副殿、讲堂、办公室、接待室、会议室、展室、埋体房、洗浴室、餐厅等，大殿位于正中央，形成“众星捧月”的建筑风格，是华北地区最大的清真寺。,2022-06-10,4,1,窦店清真寺,北京,北京
171091324,24702514,房山区的窦店镇窦店村，一座新近修建完成的清真寺格外引人注目。步入清真寺内，高耸的邦克楼，浑圆的穹顶，伊斯兰式的雕刻图纹令人仿佛瞬间穿越到了一个阿拉伯国度,2022-06-16,4,1,窦店清真寺,北京,北京
172682989,5335899,窦店清真寺 我是路过进去看看去但是完全出乎我的意料 特别的雄伟 壮观 不信教的人也可以去看看,2022-09-16,5,0,窦店清真寺,北京,北京
169303280,330913228,非常棒的体验，幸好提前在网上预约了，不然周末人好多，不枉费我期待这么久，确实很不错,2022-01-29,5,0,窦店清真寺,北京,北京
170998132,288107997,值得推荐噢，主要夸一下工作人员，人超级好，态度真的非常好，没有一点不耐烦！,2022-06-09,5,0,窦店清真寺,北京,北京
172837012,4737299,古色古香环境优美装潢讲究空气新鲜气势恢宏值得带着孩子来逛挺不错哦！,2022-09-27,5,0,窦店清真寺,北京,北京
170824536,160745780,位于北京市房山区，是北京市除了牛街清真寺外历史比较悠久的礼拜寺了。,2022-05-28,5,0,窦店清真寺,北京,北京
169763546,291742209,这是个值得去的地方啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊,2022-03-06,5,0,窦店清真寺,北京,北京
172465169,77137760,来窦店清真寺，我跟朋友一起去的，这里有大家需要的安静和心静。,2022-09-01,5,0,窦店清真寺,北京,北京
171161425,219605985,总之来到这里以后，给人一种美的享受，让你的心灵得到一次解放。,2022-06-21,5,0,窦店清真寺,北京,北京
172355306,839277,窦店大清真寺很漂亮，很壮观，今天过去时看到正在做重装施工。,2022-08-26,5,0,窦店清真寺,北京,北京
171460964,697130,北京的窦店清真寺是一座非常宏伟的建筑，位于107国道的边上,2022-07-10,5,0,窦店清真寺,北京,北京
168474784,7087791,景色秀丽趣味十足性价比高是不错的旅游景点,2021-11-23,5,0,窦店清真寺,北京,北京
168387006,4686787,挺有趣的一个小地方，游客也不多，清净自在,2021-11-15,5,0,窦店清真寺,北京,北京
168304004,691784,很有民族特色的地方，可以带娃一起去看看～,2021-11-08,5,0,窦店清真寺,北京,北京
167219008,303149011,"风景优美，
【景色】迷人。休身养性的地方。",2021-07-20,5,0,窦店清真寺,北京,北京
169226650,4686787,蛮有趣的一个地方，很小众，但是很有特色,2022-01-22,5,0,窦店清真寺,北京,北京
167988241,205121999,"【性价比】不错
【趣味】还可以
【景色】赞",2021-10-14,5,0,窦店清真寺,北京,北京
167321924,5285765,一开始不习惯，慢慢的还觉得别有一番风味,2021-07-30,5,0,窦店清真寺,北京,北京
168751314,39570152,不错不错不错不错吧吃不错不错不错吧村,2021-12-15,5,0,窦店清真寺,北京,北京
167968758,75052841,"【景色】优美
【趣味】有趣
【性价比】高",2021-10-12,5,0,窦店清真寺,北京,北京
167736004,876318,"非常喜欢牛肉 好吃
芝麻酱最爱 可以压腥味",2021-09-21,5,0,窦店清真寺,北京,北京
167415241,267327488,非常值得一去的，非常好的地方！！！！,2021-08-10,5,0,窦店清真寺,北京,北京
167289282,247792151,这里的景色非常不错，很喜欢这个地方哦,2021-07-27,5,0,窦店清真寺,北京,北京
168741656,3870587,"【景色】美
【趣味】有趣
【性价比】高",2021-12-15,5,0,窦店清真寺,北京,北京
168191479,4188348,非常不错的！！！！！！！！？。。。,2021-10-31,5,0,窦店清真寺,北京,北京
167936549,2205462,非常值得参观学习的地方，很有收获。,2021-10-09,5,0,窦店清真寺,北京,北京
167795661,27297138,寺庙建筑好 很漂亮 很壮观 地点也很好找,2021-09-27,5,0,窦店清真寺,北京,北京
167610580,34927573,古老的建筑里有一种特殊物质文化遗产,2021-09-07,5,0,窦店清真寺,北京,北京
167413129,218708501,景色怡人，趣味性十足，性价比超高。,2021-08-10,5,0,窦店清真寺,北京,北京
167265974,61782708,北京地区挺不错的一家旅游休闲好去处,2021-07-24,5,0,窦店清真寺,北京,北京
166941175,4994754,不错，挺好的，地方也好找，环境不错,2021-06-26,5,0,窦店清真寺,北京,北京
168385626,209108911,再没有比春雨洗浴后的青山更迷人了，整个山坡，都是苍翠欲滴的浓绿，没来得散尽的雾气像淡雅丝绸，一缕缕地缠在它的腰间，阳光把每片叶子上的雨滴，都变成了五彩的珍珠,2021-11-15,5,0,窦店清真寺,北京,北京
172188269,3922142,非常不错的一个清真寺，有时间可以去看一下，挺好的,2022-08-17,3,0,窦店清真寺,北京,北京
170388960,1347014,没去过的话可以去一次，没有很新奇的感觉,2022-04-25,3,0,窦店清真寺,北京,北京
169635505,4746520,这是一个比较小众的景点，可以看看,2022-02-24,3,0,窦店清真寺,北京,北京
170700769,4746520,这是一个值得一去的地方，挺不错,2022-05-18,3,0,窦店清真寺,北京,北京
169710237,255536074,喝过了已经到了。。。。。。。。,2022-03-02,3,0,窦店清真寺,北京,北京
167790968,197118627,"【景色】工作人员非常专业，讲解过程非常有耐心，还解答了不少问题
【趣味】不错
【性价比】值得拥有",2021-09-27,5,0,窦店清真寺,北京,北京
168460056,96492581,性价比很高，交通也方便，完全激发起我出门的欲望( ´͈ ᵕ `͈ )◞♡,2021-11-21,5,0,窦店清真寺,北京,北京
167869327,4188348,非常不错的！！！！！！！！！！！！赞！！！！,2021-10-04,5,1,窦店清真寺,北京,北京
167524021,14634733,嗯(*๓´╰╯`๓)♡，不错，附近的吃的挺好的，孩子老人都很喜欢,2021-08-25,5,0,窦店清真寺,北京,北京
167037486,209787937,景色一般般。但也值得去。看看回教文化。,2021-07-05,5,1,窦店清真寺,北京,北京
169253168,53265137,工作人员非常专业，讲解过程非常有耐心，还解答了不少问题,2022-01-24,5,0,窦店清真寺,北京,北京
169049874,53265137,环境很好，因为人不是很多，就更有氛围了，不错下次还来！,2022-01-07,5,0,窦店清真寺,北京,北京
167315143,217618090,哇真是太棒了，很喜欢的！不错呀！,2021-07-29,5,1,窦店清真寺,北京,北京
167251746,264657173,很不错的地方~有条件的去看看~,2021-07-23,5,1,窦店清真寺,北京,北京
168884622,344542054,环境特别好，空间很大，完全加分项，赞赞赞👍,2021-12-27,5,0,窦店清真寺,北京,北京
168338040,6508139,来这里了解一下当地的民俗风情以及情景文化吧。,2021-11-11,5,0,窦店清真寺,北京,北京
167719673,810755,"【景色】还可以
【趣味】还可以
【性价比】还可以",2021-09-19,5,0,窦店清真寺,北京,北京
167238808,247792151,这里的景色真不错，很美，很漂亮，很喜欢这里哦,2021-07-22,5,0,窦店清真寺,北京,北京
166878202,5752368,建筑物很显眼，不大的小镇有好几处清真建筑。,2021-06-20,5,0,窦店清真寺,北京,北京
169721343,3826309,"l
【景色】好
【趣味】OK
【性价比】好",2022-03-02,5,0,窦店清真寺,北京,北京
169672202,178278581,【景色】很不错，趣味很好，性价比不错,2022-02-26,5,0,窦店清真寺,北京,北京
169495312,53733371,历史悠久的民族特色景点，周边交通方便,2022-02-13,5,0,窦店清真寺,北京,北京
172412365,475921,交通还方便，整体来说环境还不错的。,2022-08-29,5,0,窦店清真寺,北京,北京
171553749,47848156,棒棒哒支持，棒棒哒推荐。值得一去。,2022-07-15,5,0,窦店清真寺,北京,北京
171112025,14634733,嗯……，还不错，很喜欢安静的感觉。,2022-06-17,5,0,窦店清真寺,北京,北京
170118424,4188348,非常不错的！！！！！！！！！！！！,2022-04-02,5,0,窦店清真寺,北京,北京
169832181,118926852,这家有特色的北京小吃啊。味道不错的,2022-03-11,5,0,窦店清真寺,北京,北京
169541866,280166439,心灵的寄托，虔诚的信仰，平平静静。,2022-02-16,5,0,窦店清真寺,北京,北京
173635672,14980792,窦店清真寺还是值得一去的，不错。,2022-11-14,5,0,窦店清真寺,北京,北京
172785999,23100062,"【景色】宗教特色
【性价比】还可以",2022-09-23,5,0,窦店清真寺,北京,北京
171130878,184976687,地方安静，开车方便，离市区较远。,2022-06-19,5,0,窦店清真寺,北京,北京
170910300,336734755,风景不错，环境也还可以，下次还来,2022-06-03,5,0,窦店清真寺,北京,北京
170842638,27297138,好看的 地方大 清真寺出名 好好的地方,2022-05-29,5,0,窦店清真寺,北京,北京
170790629,257546715,窦店清真寺，著名网红打卡景点之一,2022-05-25,5,0,窦店清真寺,北京,北京
170629679,52462921,很值得去的地方，很好玩的地方呀。,2022-05-13,5,0,窦店清真寺,北京,北京
169785835,456971,interesting place,2022-03-07,5,0,窦店清真寺,北京,北京
169555555,258193051,风景很不错的一个景点，环境很不错,2022-02-17,5,0,窦店清真寺,北京,北京
169393970,163038447,"【景色】美
【趣味】多
【性价比】高",2022-02-05,5,0,窦店清真寺,北京,北京
173421464,14980792,窦店清真寺还是值得一去的，不错,2022-11-01,5,0,窦店清真寺,北京,北京
167939201,14100884,一如既往的好 值得推荐去的地方,2021-10-09,5,0,窦店清真寺,北京,北京
167498960,228151618,very good 非常值得一去,2021-08-22,5,0,窦店清真寺,北京,北京
167146122,63796491,很久很久没去了，还是父母都在的时候以外地人的身份来旅游，当然现在也是外地人，不过无所谓了,2021-07-14,4,1,窦店清真寺,北京,北京
167393909,7355937,宗教文化遗产 景色不错 空气好,2021-08-06,5,0,窦店清真寺,北京,北京
168918450,30853330,体验感非常不错，分泌了超多多巴胺，超级快乐！,2021-12-29,4,0,窦店清真寺,北京,北京
168219308,31874846,特别好玩的一个地方，。必须重点推荐一下。,2021-11-02,4,0,窦店清真寺,北京,北京
167453655,73418381,清直寺整体保护得比较好，外观漂亮有特点,2021-08-16,4,0,窦店清真寺,北京,北京
167324720,194509054,比较有特色的地方，有机会可以去看看。,2021-07-31,4,0,窦店清真寺,北京,北京
167601567,30484954,口感还不错，品种也很多，总体还不错,2021-09-05,4,0,窦店清真寺,北京,北京
167572884,2902097,很大，很有宗教信仰！可以去看一看！,2021-09-01,4,0,窦店清真寺,北京,北京
167572840,301924527,有信仰的地方！有信仰的人可以去！,2021-09-01,4,0,窦店清真寺,北京,北京
167572823,220972544,可以去看看，很有特色！很有创意！,2021-09-01,4,0,窦店清真寺,北京,北京
167289233,80701848,风景优美自然景观好，空气清新自然,2021-07-27,4,0,窦店清真寺,北京,北京
168949264,67151691,年代久远，异域文化，各自传承。,2021-12-31,4,0,窦店清真寺,北京,北京
168758561,30853330,不错，很喜欢，和家人一起来的。,2021-12-16,4,0,窦店清真寺,北京,北京
167525166,67151691,异域风情，文化传播，记忆传承。,2021-08-25,4,0,窦店清真寺,北京,北京
166950810,94783187,非常不错的一个体验，学习了历史,2021-06-27,4,0,窦店清真寺,北京,北京
167696781,8177422,人不太多  挺清净的地方  还不错,2021-09-17,4,0,窦店清真寺,北京,北京
152504291,113466478,知道这边房价便宜，身边有的同事为儿子成家自己搬到这边居住。没想到这里藏着这么一座高，大，上的??️宏伟壮观。&amp;nbsp。&amp;nbsp。&amp;nbsp。&amp;nbsp。&amp;nbsp。&amp;nbsp。&amp;nbsp。&amp;nbsp。据说该??️有300年历史了，经过翻建的??️靓丽如新，真不像有这悠久历史的。但它却是窦店镇一道亮丽的景致，经过的人都会驻足，观赏。&amp;nbsp。&amp;nbsp。&amp;nbsp。&amp;nbsp。&amp;nbsp。&amp;nbsp。&amp;nbsp。&amp;nbsp。参观完，如果到了中午，你可以在它的餐厅用餐，评论不错的。我们时间还早，就到便民店里买些当地的特产。比如桃酥，果酱蛋糕和牛蹄筋等。甜品都是素油加工，桃酥，酥而不腻，略甜。更喜欢果酱蛋糕。牛蹄筋做的很软烂，这是一个值得推荐的地方。,2017-12-13,4,1,窦店清真寺,北京,北京
152504597,46104987,在北京的众多乡镇中，窦店虽算不上经济强镇，但在民族风格上，窦店镇别具一格，进入镇里的主街，就觉得到了浓浓的伊斯兰风格，眼前满满的绿色。从餐厅到商店，再到肉食店和小食店，都是汉字和阿拉伯文字并存。这回我们是慕名而来参观窦店清真寺的，在场就我一个非穆斯林，到门口后，我立即被眼前壮观的景象所惊呆了，在离北京这么远的小镇上，居然有这么宏伟的一座建筑，并且是外族风格的。窦店清真寺竣工于去年，给教民提供了一个干净卫生的聚会，礼拜的地方，也表示了当地政府对于其信仰的尊重，作为华北最大的清真寺，建筑采用阿拉伯风格，有别于一般的清真寺的回族风格。该清真寺的马阿訇热情的招待了我们，短暂的交流中看得出来，马阿訇是位博学多识的伊斯兰学者，他精通阿拉伯语，为我们同行的阿尔及利亚外宾进行了详细的讲解，同时也向我讲述了种种伊斯兰民族的故事。作为穆斯林礼拜的场合，清真寺同时也照顾到了我们这些非穆斯林，墙上也写满了介绍对于该清真寺的介绍，甚至连出资赞助人也刻在大理石板上。正对大门墙上的壁画，是对圣城麦加的描绘，这是每个穆斯林心中神往的地方，高六十六米的钟楼，可谓清真寺第一制高点，墙上还写写画画了一些阿拉伯的祝福语，作为装饰。穆斯林热爱干净，礼拜前要进行更衣沐浴，进入礼拜大厅需要脱鞋，望大家尊重他们的风俗。,2017-12-13,5,2,窦店清真寺,北京,北京
180377176,4142173,故宫很美，皇城故事孙导讲解清晰，很生动，历史知识很丰富，推荐游玩。,2024-01-14,5,0,故宫博物院,北京,北京
179954462,36736284,故宫太大了，幸亏我们有孙导带着，讲解的特别仔细，态度也特别好，每一处宫殿的用途都讲到了，历史知识增加了好多，感谢孙导，大家以后来这里可以找他带队。,2023-12-02,5,0,故宫博物院,北京,北京
179810074,294091687,今天在李导的带领下游好览了故宫，不知不觉半天过去了，李导讲解的太生动了，听的我们如痴如醉，秀才说李导知识渊博，引经据典，口若悬河，滔滔不绝，可以说是导游界天花板级别的，强烈推荐秀才说李导,2023-11-18,5,0,故宫博物院,北京,北京
180952052,196865772,"小朋友听的很开心，秀才说导游，李东升，很不错！
小朋友听得很入神，受益匪浅，值得值得，下回还找秀才说，很赞",2024-03-01,5,0,故宫博物院,北京,北京
180670390,15563452,秀才说杜导，讲解细心，照顾老人孩子。也非常专业。一路耐心讲解去。,2024-02-11,5,0,故宫博物院,北京,北京
180588902,580098269,故宫一日游很开心、孙导特别专业…讲解超级详细有趣、孩子也特别喜欢,2024-02-02,5,0,故宫博物院,北京,北京
180494410,34292222,司楠导游很尽职，—9°的大风天耐心讲解的很棒！还预留了我们拍照时间，就是真的天太冷了，手都不想伸出口袋。,2024-01-23,5,0,故宫博物院,北京,北京
180450344,113258865,很费腿，很气派，讲解值得听一听，中途去吃下午茶，很赞赞，可以冲，,2024-01-20,5,0,故宫博物院,北京,北京
180449428,3424568,今天参加了秀才说的精讲之行，收获满满。刘佳鑫导游知识渊博。讲解绘声绘色。希望有机会再次参加秀才说的精讲。,2024-01-20,5,0,故宫博物院,北京,北京
180357418,271073013,北京皇城故事孙导讲解特别详细人很亲切，而且从前一天就联系我们把导航图告知。故宫也非常不错值得大家前来观看,2024-01-10,5,0,故宫博物院,北京,北京
180357377,264159970,皇城故事孙导，比较负责，从昨晚就联系我们，早上还要联系我们一下，到了之后一路讲解的很清晰，也容易懂，推荐,2024-01-10,5,0,故宫博物院,北京,北京
178827271,236583209,性价比最高的经典景点，历史悠久文化灿烂，古代建筑的瑰宝，文物典藏丰富，经常性大展，无数次特展，目之所及满满的文化瑰宝，此生无数次游览地没有之一。,2023-09-04,5,2,故宫博物院,北京,北京
180781507,36723485,李导非常专业。😁😁,2024-02-18,5,0,故宫博物院,北京,北京
180779106,74421547,讲解非常生动形象，与导游交流非常愉快，导游知识非常全面，讲解非常细致，让大家对故宫的认识非常深刻明了。,2024-02-18,5,0,故宫博物院,北京,北京
180771066,88810302,导游服务周到，讲解细致,2024-02-17,5,0,故宫博物院,北京,北京
180668462,581067575,讲解很精致，服务很到位，态度也很好，感谢皇城故事小贝，下次再来,2024-02-11,5,0,故宫博物院,北京,北京
180648032,173422651,皇城故事，孙导讲得很仔细，很精彩。故宫里的很多故事和电视剧看的真不一样，以后有机会不带崽儿再来听一遍～,2024-02-07,5,0,故宫博物院,北京,北京
